name,date,Organism_Name,Isolate,Species,Length,Sequence_Type,Nuc_Completeness,Genotype,Segment,Publications,Geo_Location,Country,USA,Host,Isolation_Source,GenBank_Title,Collection_Year,source,year
MZ618981,11/20/2019,dengue virus type I,DV1I-TM19-24,Orthoflavivirus denguei,1485,GenBank,partial,,,1,Thailand: Bangkok,Thailand,,Homo sapiens,blood,"Dengue virus type I isolate DV1I-TM19-24 polyprotein, envelope protein E region, (POLY) gene, partial cds",2019,world,1970
MN955643,6/1/2018,dengue virus type I,Th18-059DV1,Orthoflavivirus denguei,1485,GenBank,partial,,,,Thailand,Thailand,,Homo sapiens,blood,"Dengue virus type I isolate Th18-059DV1 polyprotein, envelope protein E region, (POLY) gene, partial cds",2018,world,1970
MW945603,1/1/2010,Dengue virus type 4,01344/10,Orthoflavivirus denguei,10164,GenBank,partial,,,,Thailand,Thailand,,Homo sapiens,,"Dengue virus type 4 isolate 01344/10 polyprotein (POLY) gene, complete cds",2010,world,1970
KT758748,1/1/2012,Dengue virus type 3,Thailand 2012,Orthoflavivirus denguei,1479,GenBank,partial,II,,,Thailand,Thailand,,Homo sapiens,,"Dengue virus type 3 isolate Thailand 2012 envelope protein gene, partial cds",2012,world,1970
MG564120,9/14/2015,Dengue virus,15/1091,Orthoflavivirus denguei,1479,GenBank,partial,3,,,Thailand,Thailand,,Homo sapiens,blood,"Dengue virus isolate 15/1091 envelope protein gene, partial cds",2015,world,1970
ON055530,3/15/2011,dengue virus type 3,00217/11,Orthoflavivirus denguei,1479,GenBank,partial,,,,Thailand,Thailand,,Homo sapiens,,"Dengue virus 3 isolate 00217/11 polyprotein, envelope protein E region, (POLY) gene, partial cds",2011,world,1970
MN955681,7/1/2018,Dengue virus type 2,Th18-066DV2,Orthoflavivirus denguei,1485,GenBank,partial,,,,Thailand,Thailand,,Homo sapiens,blood,"Dengue virus type 2 isolate Th18-066DV2 polyprotein, envelope protein E region, (POLY) gene, partial cds",2018,world,1970
PP234934,7/1/2019,dengue virus type 2,276-06-228,Orthoflavivirus denguei,10651,GenBank,partial,,,,Thailand,Thailand,,Homo sapiens,blood,"Dengue virus type 2 isolate 276-06-228 polyprotein (POLY) gene, complete cds; and sfRNA1 lncRNA gene, partial sequence",2019,world,1970
MG564126,9/22/2015,Dengue virus,15/1316,Orthoflavivirus denguei,1479,GenBank,partial,3,,,Thailand,Thailand,,Homo sapiens,blood,"Dengue virus isolate 15/1316 envelope protein gene, partial cds",2015,world,1970
MN448658,7/5/2011,dengue virus type I,KDH0149A_07/07/2011,Orthoflavivirus denguei,10179,GenBank,partial,,,,Thailand,Thailand,,Homo sapiens,,"Dengue virus type I isolate KDH0149A_07/07/2011 polyprotein (POLY) gene, complete cds",2011,world,1970
MN448992,10/1/2012,Dengue virus type 3,KDH0293A_09/17/2012,Orthoflavivirus denguei,10663,GenBank,partial,,,,Thailand,Thailand,,Homo sapiens,,"Dengue virus type 3 isolate KDH0293A_09/17/2012 polyprotein (POLY) gene, complete cds; and sfRNA1 lncRNA gene, partial sequence",2012,world,1970
MW945645,1/1/2010,Dengue virus type 4,01513/10,Orthoflavivirus denguei,10164,GenBank,partial,,,,Thailand,Thailand,,Homo sapiens,,"Dengue virus type 4 isolate 01513/10 polyprotein (POLY) gene, complete cds",2010,world,1970
OR418423,6/15/2023,dengue virus type 3,23GZ10604_D1_THA_F,Orthoflavivirus denguei,10700,GenBank,complete,,,,Thailand,Thailand,,Homo sapiens,,"Dengue virus type 3 isolate 23GZ10604_D1_THA_F, complete genome",2023,world,1970
MN448723,7/10/2012,Dengue virus 2,KDH0249A_NM_07/12/2012,Orthoflavivirus denguei,10464,GenBank,partial,,,,Thailand,Thailand,,Homo sapiens,,"Dengue virus 2 isolate KDH0249A_NM_07/12/2012 polyprotein (POLY) gene, complete cds; and sfRNA1 lncRNA gene, partial sequence",2012,world,1970
MZ520930,8/2/2016,Dengue virus type 2,HCBD291,Orthoflavivirus denguei,1395,GenBank,partial,Cosmopolitan,,1,Thailand,Thailand,,Homo sapiens,blood,"Dengue virus type 2 isolate HCBD291 polyprotein, envelope protein E region, (POLY) gene, partial cds",2016,world,1970
MT524513,10/1/2016,Dengue virus type 4,D4H/4005-29/16,Orthoflavivirus denguei,1485,GenBank,partial,,,,Thailand,Thailand,,Homo sapiens,blood,"Dengue virus type 4 isolate D4H/4005-29/16 polyprotein, envelope protein E region, (POLY) gene, partial cds",2016,world,1970
MN448754,7/18/2012,Dengue virus 2,KDC1021A_NP_07/17/2012,Orthoflavivirus denguei,10464,GenBank,partial,,,,Thailand,Thailand,,Homo sapiens,,"Dengue virus 2 isolate KDC1021A_NP_07/17/2012 polyprotein (POLY) gene, complete cds; and sfRNA1 lncRNA gene, partial sequence",2012,world,1970
MZ618993,1/12/2020,dengue virus type I,DV1I-TM20-12,Orthoflavivirus denguei,1485,GenBank,partial,,,1,Thailand: Bangkok,Thailand,,Homo sapiens,blood,"Dengue virus type I isolate DV1I-TM20-12 polyprotein, envelope protein E region, (POLY) gene, partial cds",2020,world,1970
JF968018,1/1/2010,Dengue virus 2,,Orthoflavivirus denguei,1485,GenBank,partial,,,1,Thailand,Thailand,,Homo sapiens,blood,"Dengue virus 2 strain D2/Thailand/1006bTw envelope glycoprotein gene, partial cds",2010,world,1970
MW946314,1/1/2013,Dengue virus type 2,00225/13,Orthoflavivirus denguei,10175,GenBank,partial,,,,Thailand,Thailand,,Homo sapiens,,"Dengue virus type 2 isolate 00225/13 polyprotein (POLY) gene, partial cds",2013,world,1970
ON038555,1/15/2011,dengue virus type 1,00061/11,Orthoflavivirus denguei,1485,GenBank,partial,1,,,Thailand,Thailand,,Homo sapiens,,"Dengue virus 1 isolate 00061/11 polyprotein, envelope protein E region, (POLY) gene, partial cds",2011,world,1970
MZ618978,11/13/2019,dengue virus type I,DV1I-TM19-03,Orthoflavivirus denguei,1485,GenBank,partial,,,1,Thailand: Bangkok,Thailand,,Homo sapiens,blood,"Dengue virus type I isolate DV1I-TM19-03 polyprotein, envelope protein E region, (POLY) gene, partial cds",2019,world,1970
MN955648,7/1/2018,dengue virus type I,Th18-067DV1,Orthoflavivirus denguei,1485,GenBank,partial,,,,Thailand,Thailand,,Homo sapiens,blood,"Dengue virus type I isolate Th18-067DV1 polyprotein, envelope protein E region, (POLY) gene, partial cds",2018,world,1970
MN448647,6/1/2011,dengue virus type I,KDH0129A_06/02/2011,Orthoflavivirus denguei,10179,GenBank,partial,,,,Thailand,Thailand,,Homo sapiens,,"Dengue virus type I isolate KDH0129A_06/02/2011 polyprotein (POLY) gene, complete cds",2011,world,1970
MT524502,6/1/2018,Dengue virus type 2,D2H400502,Orthoflavivirus denguei,1412,GenBank,partial,,,,Thailand,Thailand,,Homo sapiens,blood,"Dengue virus type 2 isolate D2H400502 polyprotein, envelope protein E region, (POLY) gene, partial cds",2018,world,1970
KU509303,1/1/2013,Dengue virus type 3,,Orthoflavivirus denguei,1475,GenBank,partial,3,,,Thailand,Thailand,,Homo sapiens,blood,"Dengue virus type 3 strain DENV3-10407 envelope protein gene, partial cds",2013,world,1970
MN448860,7/27/2011,Dengue virus 2,KDH0162A_AT_07/28/2011,Orthoflavivirus denguei,10464,GenBank,partial,,,,Thailand,Thailand,,Homo sapiens,,"Dengue virus 2 isolate KDH0162A_AT_07/28/2011 polyprotein (POLY) gene, complete cds; and sfRNA1 lncRNA gene, partial sequence",2011,world,1970
MN448724,4/20/2012,Dengue virus 2,KDC0919A_ST_04/19/2012,Orthoflavivirus denguei,10464,GenBank,partial,,,,Thailand,Thailand,,Homo sapiens,,"Dengue virus 2 isolate KDC0919A_ST_04/19/2012 polyprotein (POLY) gene, complete cds; and sfRNA1 lncRNA gene, partial sequence",2012,world,1970
ON038551,9/11/2010,dengue virus type 1,01179/10,Orthoflavivirus denguei,1485,GenBank,partial,1,,,Thailand,Thailand,,Homo sapiens,,"Dengue virus 1 isolate 01179/10 polyprotein, envelope protein E region, (POLY) gene, partial cds",2010,world,1970
MN449004,7/2/2012,Dengue virus type 4,KDH0239A_07/03/2012,Orthoflavivirus denguei,10597,GenBank,partial,,,,Thailand,Thailand,,Homo sapiens,,"Dengue virus type 4 isolate KDH0239A_07/03/2012 polyprotein (POLY) gene, complete cds; and sfRNA2 lncRNA gene, partial sequence",2012,world,1970
OM281585,12/1/2019,dengue virus type 1,067/SH/2019,Orthoflavivirus denguei,10735,GenBank,complete,,,,Thailand,Thailand,,Homo sapiens,blood,"Dengue virus 1 isolate 067/SH/2019, complete genome",2019,world,1970
MW946240,1/1/2013,dengue virus type I,00297/13,Orthoflavivirus denguei,10179,GenBank,partial,,,,Thailand,Thailand,,Homo sapiens,,"Dengue virus type I isolate 00297/13 polyprotein (POLY) gene, complete cds",2013,world,1970
ON038572,4/8/2012,dengue virus type 1,00172/12,Orthoflavivirus denguei,1485,GenBank,partial,1,,,Thailand,Thailand,,Homo sapiens,,"Dengue virus 1 isolate 00172/12 polyprotein, envelope protein E region, (POLY) gene, partial cds",2012,world,1970
KY818160,1/1/2012,Dengue virus 1,DV1/THAILAND/175/2012,Orthoflavivirus denguei,1983,GenBank,partial,,,,Thailand,Thailand,,Homo sapiens,blood,"Dengue virus 1 isolate DV1/THAILAND/175/2012 polyprotein gene, partial cds",2012,world,1970
MW945884,1/1/2012,dengue virus type I,00840/12,Orthoflavivirus denguei,10179,GenBank,partial,,,,Thailand,Thailand,,Homo sapiens,,"Dengue virus type I isolate 00840/12 polyprotein (POLY) gene, complete cds",2012,world,1970
MN448735,10/1/2012,Dengue virus 2,KDC1139A_ST_10/02/2012,Orthoflavivirus denguei,10464,GenBank,partial,,,,Thailand,Thailand,,Homo sapiens,,"Dengue virus 2 isolate KDC1139A_ST_10/02/2012 polyprotein (POLY) gene, complete cds; and sfRNA1 lncRNA gene, partial sequence",2012,world,1970
MW946208,1/1/2013,dengue virus type I,00270/13,Orthoflavivirus denguei,10179,GenBank,partial,,,,Thailand,Thailand,,Homo sapiens,,"Dengue virus type I isolate 00270/13 polyprotein (POLY) gene, complete cds",2013,world,1970
MZ636831,9/18/2020,Dengue virus type 4,DV4I-TM20-64,Orthoflavivirus denguei,1485,GenBank,partial,,,1,Thailand: Bangkok,Thailand,,Homo sapiens,blood,"Dengue virus type 4 isolate DV4I-TM20-64 polyprotein, envelope protein E region, (POLY) gene, partial cds",2020,world,1970
MK780899,10/27/2015,Dengue virus type 4,DC28,Orthoflavivirus denguei,1485,GenBank,partial,,,1,Thailand,Thailand,,Homo sapiens,blood,"Dengue virus type 4 isolate DC28 polyprotein, envelope protein E region, (POLY) gene, partial cds",2015,world,1970
MW946205,1/1/2013,dengue virus type I,01060/13,Orthoflavivirus denguei,10179,GenBank,partial,,,,Thailand,Thailand,,Homo sapiens,,"Dengue virus type I isolate 01060/13 polyprotein (POLY) gene, complete cds",2013,world,1970
KY495816,1/1/2015,Dengue virus type 2,East Timor 2015b,Orthoflavivirus denguei,1485,GenBank,partial,2,,1,Timor-Leste,Timor-Leste,,Homo sapiens,,"Dengue virus type 2 isolate East Timor 2015b envelope protein gene, partial cds",2015,world,1970
MT982918,6/30/2019,Dengue virus type 2,2019/TG/CNR51609,Orthoflavivirus denguei,1672,GenBank,partial,2,,,Togo,Togo,,Homo sapiens,blood,"Dengue virus type 2 isolate 2019/TG/CNR51609 polyprotein (POLY) gene, partial cds",2019,world,1970
KT758783,1/1/2015,Dengue virus type 3,Tonga 2015b,Orthoflavivirus denguei,1479,GenBank,partial,I,,,Tonga,Tonga,,Homo sapiens,,"Dengue virus type 3 isolate Tonga 2015b envelope protein gene, partial cds",2015,world,1970
KT175139,1/1/2014,Dengue virus type 2,,Orthoflavivirus denguei,1485,GenBank,partial,,,1,Tuvalu,Tuvalu,,Homo sapiens,blood,"Dengue virus 2 strain D2/Tuvalu/1406aTw envelope glycoprotein gene, partial cds",2014,world,1970
OR771188,9/26/2023,dengue virus type 2,DENV-2/USA/FL-BPHL-0119/2023,Orthoflavivirus denguei,10604,GenBank,partial,,,,USA: FL,USA,FL,Homo sapiens,,"Dengue virus type 2 isolate DENV-2/USA/FL-BPHL-0119/2023 polyprotein (POLY) gene, complete cds; and sfRNA1 lncRNA gene, partial sequence",2023,world,1970
OR771199,10/3/2023,dengue virus type 3,DENV-3/USA/FL-BPHL-0130/2023,Orthoflavivirus denguei,10571,GenBank,partial,,,,USA: FL,USA,FL,Homo sapiens,,"Dengue virus type 3 isolate DENV-3/USA/FL-BPHL-0130/2023 polyprotein (POLY) gene, complete cds; and sfRNA1 lncRNA gene, partial sequence",2023,world,1970
OQ821378,9/20/2019,dengue virus type 1,DENV1/USA:Florida/2019-09-20/Yale-DN00654-1,Orthoflavivirus denguei,10477,GenBank,partial,1_III_related genotype,,,USA: Florida,USA,FL,Homo sapiens,blood,"Dengue virus type I isolate DENV1/USA:Florida/2019-09-20/Yale-DN00654-1 polyprotein (POLY) gene, complete cds; and sfRNA1 lncRNA gene, partial sequence",2019,world,1970
MZ945534,10/13/2020,Dengue virus type 2,US/DB278/2020,Orthoflavivirus denguei,10225,GenBank,partial,,,,USA: Texas,USA,TX,Homo sapiens,blood,"Dengue virus type 2 isolate US/DB278/2020 polyprotein (POLY) gene, partial cds; and sfRNA1 lncRNA gene, partial sequence",2020,world,1970
PP709324,12/2/2023,dengue virus type 3,DENV-3/USA/FL-BPHL-0229/2023,Orthoflavivirus denguei,10593,GenBank,partial,,,,USA: FL,USA,FL,Homo sapiens,,"Dengue virus type 3 isolate DENV-3/USA/FL-BPHL-0229/2023 polyprotein (POLY) gene, complete cds; and sfRNA1 lncRNA gene, partial sequence",2023,world,1970
OR821958,10/10/2023,dengue virus type 3,DENV-3/USA/FL-BPHL-0160/2023,Orthoflavivirus denguei,10667,GenBank,partial,,,,USA: FL,USA,FL,Homo sapiens,,"Dengue virus type 3 isolate DENV-3/USA/FL-BPHL-0160/2023 polyprotein (POLY) gene, complete cds; and sfRNA1 lncRNA gene, partial sequence",2023,world,1970
MH634419,1/1/2015,dengue virus type I,US/DB220/2015,Orthoflavivirus denguei,1484,GenBank,partial,,,,USA: Hawaii,USA,HI,Culicidae,,"Dengue virus type I isolate US/DB220/2015 envelope glycoprotein gene, partial cds",2015,world,1970
PP692466,12/13/2023,dengue virus type 3,DENV-3/USA/FL-BPHL-0250/2023,Orthoflavivirus denguei,10461,GenBank,partial,,,,USA: FL,USA,FL,Homo sapiens,,"Dengue virus type 3 isolate DENV-3/USA/FL-BPHL-0250/2023 polyprotein (POLY) gene, complete cds; and sfRNA1 lncRNA gene, partial sequence",2023,world,1970
OR977072,10/13/2023,dengue virus type 3,DENV-3/USA/FL-BPHL-0177/2023,Orthoflavivirus denguei,10626,GenBank,partial,,,,USA: FL,USA,FL,Homo sapiens,,"Dengue virus type 3 isolate DENV-3/USA/FL-BPHL-0177/2023 polyprotein (POLY) gene, complete cds; and sfRNA1 lncRNA gene, partial sequence",2023,world,1970
OR771162,8/31/2023,dengue virus type 3,DENV-3/USA/FL-BPHL-0088/2023,Orthoflavivirus denguei,10567,GenBank,partial,,,,USA: FL,USA,FL,Homo sapiens,,"Dengue virus type 3 isolate DENV-3/USA/FL-BPHL-0088/2023 polyprotein (POLY) gene, complete cds; and sfRNA1 lncRNA gene, partial sequence",2023,world,1970
OM202935,1/1/2013,Dengue virus,,Orthoflavivirus denguei,10314,GenBank,partial,,,,USA: Puerto Rico,USA,PR,Homo sapiens,,"UNVERIFIED: Dengue virus strain FDAARGOS_1655 clone Contig1, partial genome",2013,world,1970
OR771147,7/20/2023,dengue virus type 2,DENV-2/USA/FL-BPHL-0109/2023,Orthoflavivirus denguei,10512,GenBank,partial,,,,USA: FL,USA,FL,Homo sapiens,,"Dengue virus type 2 isolate DENV-2/USA/FL-BPHL-0109/2023 polyprotein (POLY) gene, complete cds; and sfRNA1 lncRNA gene, partial sequence",2023,world,1970
KJ189350,1/1/2012,dengue virus type I,DENV-1/PR/BID-V7704/2012,Orthoflavivirus denguei,10445,GenBank,complete,,,,Puerto Rico,USA,PR,Homo sapiens,,"Dengue virus 1 isolate DENV-1/PR/BID-V7704/2012, complete genome",2012,world,1970
OQ445930,10/10/2022,dengue virus type 3,US/DB368/2022,Orthoflavivirus denguei,10170,GenBank,partial,III: Indian Subcontinent,,,USA: Florida,USA,FL,Homo sapiens,blood,"Dengue virus type 3 isolate US/DB368/2022 polyprotein (POLY) gene, partial cds",2022,world,1970
PP709318,11/12/2023,dengue virus type 3,DENV-3/USA/FL-BPHL-0223/2023,Orthoflavivirus denguei,10593,GenBank,partial,,,,USA: FL,USA,FL,Homo sapiens,,"Dengue virus type 3 isolate DENV-3/USA/FL-BPHL-0223/2023 polyprotein (POLY) gene, complete cds; and sfRNA1 lncRNA gene, partial sequence",2023,world,1970
OQ445895,8/1/2022,dengue virus type 3,US/DB338/2022,Orthoflavivirus denguei,10170,GenBank,partial,III: Indian Subcontinent,,,USA: Florida,USA,FL,Homo sapiens,blood,"Dengue virus type 3 isolate US/DB338/2022 polyprotein (POLY) gene, partial cds",2022,world,1970
OQ445893,9/27/2022,dengue virus type 2,US/DB336/2022,Orthoflavivirus denguei,10173,GenBank,partial,Southeast Asian-American,,,USA: Florida,USA,FL,Homo sapiens,blood,"Dengue virus type 2 isolate US/DB336/2022 polyprotein (POLY) gene, partial cds",2022,world,1970
OR162320,11/15/2022,dengue virus type 4,DENV-4/USA/FL-BPHL-0031/2022,Orthoflavivirus denguei,10508,GenBank,partial,,,,USA: FL,USA,FL,Homo sapiens,,"Dengue virus type 4 isolate DENV-4/USA/FL-BPHL-0031/2022 polyprotein (POLY) gene, complete cds; and sfRNA2 lncRNA gene, partial sequence",2022,world,1970
KF809753,1/1/2013,dengue virus type I,,Orthoflavivirus denguei,1485,GenBank,partial,1,,,Puerto Rico,USA,PR,Homo sapiens,blood,"Dengue virus 1 strain ARC-69-13 envelope protein gene, partial cds",2013,world,1970
MT211259,1/1/2019,Dengue virus type 2,US/DB263/2019,Orthoflavivirus denguei,1485,GenBank,partial,2,,,USA: Florida,USA,FL,Homo sapiens,blood,"Dengue virus type 2 isolate US/DB263/2019 polyprotein, envelope protein E region, (POLY) gene, partial cds",2019,world,1970
KF444915,1/1/2012,dengue virus type I,,Orthoflavivirus denguei,1485,GenBank,partial,1,,,Puerto Rico,USA,PR,Homo sapiens,blood,"Dengue virus 1 strain ARC-92-12 envelope protein gene, partial cds",2012,world,1970
OR821951,10/7/2023,dengue virus type 3,DENV-3/USA/FL-BPHL-0153/2023,Orthoflavivirus denguei,10571,GenBank,partial,,,,USA: FL,USA,FL,Homo sapiens,,"Dengue virus type 3 isolate DENV-3/USA/FL-BPHL-0153/2023 polyprotein (POLY) gene, complete cds; and sfRNA1 lncRNA gene, partial sequence",2023,world,1970
OR771187,9/14/2023,dengue virus type 3,DENV-3/USA/FL-BPHL-0118/2023,Orthoflavivirus denguei,10519,GenBank,partial,,,,USA: FL,USA,FL,Homo sapiens,,"Dengue virus type 3 isolate DENV-3/USA/FL-BPHL-0118/2023 polyprotein (POLY) gene, complete cds; and sfRNA1 lncRNA gene, partial sequence",2023,world,1970
OQ445887,8/16/2022,dengue virus type 2,US/DB330/2022,Orthoflavivirus denguei,10173,GenBank,partial,Southeast Asian-American,,,USA: Florida,USA,FL,Homo sapiens,blood,"Dengue virus type 2 isolate US/DB330/2022 polyprotein (POLY) gene, partial cds",2022,world,1970
OQ445932,10/23/2022,dengue virus type 3,US/DB370/2022,Orthoflavivirus denguei,10170,GenBank,partial,III: Indian Subcontinent,,,USA: Florida,USA,FL,Homo sapiens,blood,"Dengue virus type 3 isolate US/DB370/2022 polyprotein (POLY) gene, partial cds",2022,world,1970
OQ445894,10/27/2022,dengue virus type 2,US/DB337/2022,Orthoflavivirus denguei,10173,GenBank,partial,Southeast Asian-American,,,USA: Florida,USA,FL,Homo sapiens,blood,"Dengue virus type 2 isolate US/DB337/2022 polyprotein (POLY) gene, partial cds",2022,world,1970
MH634411,1/1/2015,dengue virus type I,US/DB222/2015,Orthoflavivirus denguei,1484,GenBank,partial,,,,USA: Hawaii,USA,HI,Culicidae,,"Dengue virus type I isolate US/DB222/2015 envelope glycoprotein gene, partial cds",2015,world,1970
KM458188,1/1/2014,dengue virus type I,US/DB167/2014,Orthoflavivirus denguei,1485,GenBank,partial,1,,,USA: Texas,USA,TX,Homo sapiens,blood,"Dengue virus 1 isolate US/DB167/2014 envelope glycoprotein gene, partial cds",2014,world,1970
OR654273,5/25/2023,dengue virus type 1,DENV-1/USA/FL-BPHL-0026/2023,Orthoflavivirus denguei,10575,GenBank,partial,,,,USA: FL,USA,FL,Homo sapiens,,"Dengue virus type 1 isolate DENV-1/USA/FL-BPHL-0026/2023 polyprotein (POLY) gene, complete cds; and sfRNA1 lncRNA gene, partial sequence",2023,world,1970
PP708033,1/4/2024,dengue virus type 2,DENV-2/USA/FL-BPHL-0006/2024,Orthoflavivirus denguei,10512,GenBank,partial,,,,USA: FL,USA,FL,Homo sapiens,,"Dengue virus type 2 isolate DENV-2/USA/FL-BPHL-0006/2024 polyprotein (POLY) gene, complete cds; and sfRNA1 lncRNA gene, partial sequence",2024,world,1970
KY818259,1/1/2012,Dengue virus 1,DV1/PUERTORICO/334/2012,Orthoflavivirus denguei,1983,GenBank,partial,,,,Puerto Rico,USA,PR,Homo sapiens,blood,"Dengue virus 1 isolate DV1/PUERTORICO/334/2012 polyprotein gene, partial cds",2012,world,1970
OM831212,7/6/2020,dengue virus type 1,US/DB280/2020,Orthoflavivirus denguei,1485,GenBank,partial,,,,USA,USA,,Homo sapiens,blood,"Dengue virus 1 isolate US/DB280/2020 polyprotein, envelope protein E region, (POLY) gene, partial cds",2020,world,1970
PP709316,10/30/2023,dengue virus type 3,DENV-3/USA/FL-BPHL-0221/2023,Orthoflavivirus denguei,10546,GenBank,partial,,,,USA: FL,USA,FL,Homo sapiens,,"Dengue virus type 3 isolate DENV-3/USA/FL-BPHL-0221/2023 polyprotein (POLY) gene, complete cds; and sfRNA1 lncRNA gene, partial sequence",2023,world,1970
JQ045564,1/1/2010,dengue virus type I,ARC-39-10,Orthoflavivirus denguei,2325,GenBank,partial,1,,1,USA,USA,,Homo sapiens,,"Dengue virus 1 isolate ARC-39-10 structural polyprotein gene, partial cds",2010,world,1970
OQ919691,11/8/2022,dengue virus type 3,DENV3/USA:Florida/2022-11-08/Yale-DN00926,Orthoflavivirus denguei,10462,GenBank,partial,3_III genotype,,,USA: Florida,USA,FL,Homo sapiens,blood,"Dengue virus type 3 isolate DENV3/USA:Florida/2022-11-08/Yale-DN00926 polyprotein (POLY) gene, complete cds; and sfRNA1 lncRNA gene, partial sequence",2022,world,1970
OQ445951,7/9/2022,dengue virus type 3,US/DB385/2022,Orthoflavivirus denguei,10170,GenBank,partial,III: Indian Subcontinent,,,USA: Florida,USA,FL,Homo sapiens,blood,"Dengue virus type 3 isolate US/DB385/2022 polyprotein (POLY) gene, partial cds",2022,world,1970
OR977067,7/4/2023,dengue virus type 3,DENV-3/USA/FL-BPHL-0172/2023,Orthoflavivirus denguei,10553,GenBank,partial,,,,USA: FL,USA,FL,Homo sapiens,,"Dengue virus type 3 isolate DENV-3/USA/FL-BPHL-0172/2023 polyprotein (POLY) gene, complete cds; and sfRNA1 lncRNA gene, partial sequence",2023,world,1970
OQ445880,5/18/2022,dengue virus type 1,US/DB323/2022,Orthoflavivirus denguei,10176,GenBank,partial,V: American-African,,,USA: Florida,USA,FL,Homo sapiens,blood,"Dengue virus type I isolate US/DB323/2022 polyprotein (POLY) gene, partial cds",2022,world,1970
PP709302,8/23/2023,dengue virus type 3,DENV-3/USA/FL-BPHL-0213/2023,Orthoflavivirus denguei,10520,GenBank,partial,,,,USA: FL,USA,FL,Homo sapiens,,"Dengue virus type 3 isolate DENV-3/USA/FL-BPHL-0213/2023 polyprotein (POLY) gene, complete cds; and sfRNA1 lncRNA gene, partial sequence",2023,world,1970
PP709317,11/9/2023,dengue virus type 3,DENV-3/USA/FL-BPHL-0222/2023,Orthoflavivirus denguei,10546,GenBank,partial,,,,USA: FL,USA,FL,Homo sapiens,,"Dengue virus type 3 isolate DENV-3/USA/FL-BPHL-0222/2023 polyprotein (POLY) gene, complete cds; and sfRNA1 lncRNA gene, partial sequence",2023,world,1970
MT211251,1/1/2019,Dengue virus type 2,US/DB255/2019,Orthoflavivirus denguei,1485,GenBank,partial,2,,,USA: Florida,USA,FL,Homo sapiens,blood,"Dengue virus type 2 isolate US/DB255/2019 polyprotein, envelope protein E region, (POLY) gene, partial cds",2019,world,1970
OR977099,11/19/2023,dengue virus type 3,DENV-3/USA/FL-BPHL-0204/2023,Orthoflavivirus denguei,10633,GenBank,partial,,,,USA: FL,USA,FL,Homo sapiens,,"Dengue virus type 3 isolate DENV-3/USA/FL-BPHL-0204/2023 polyprotein (POLY) gene, complete cds; and sfRNA1 lncRNA gene, partial sequence",2023,world,1970
OQ836207,9/2/2022,dengue virus type 3,PR/DB416/2022,Orthoflavivirus denguei,10170,GenBank,partial,,,,Puerto Rico,USA,PR,Homo sapiens,blood,"Dengue virus type 3 isolate PR/DB416/2022 polyprotein (POLY) gene, partial cds",2022,world,1970
OQ821632,8/5/2010,dengue virus type 4,DENV4/Puerto_Rico/2010-08-05/Yale-DN00257-1,Orthoflavivirus denguei,10511,GenBank,partial,4_II genotype,,,Puerto Rico,USA,PR,Homo sapiens,blood,"Dengue virus type 4 isolate DENV4/Puerto_Rico/2010-08-05/Yale-DN00257-1 polyprotein (POLY) gene, complete cds; and sfRNA2 lncRNA gene, partial sequence",2010,world,1970
JQ425071,1/1/2010,dengue virus type I,US/DB082/2010,Orthoflavivirus denguei,1485,GenBank,partial,,,1,USA,USA,,Homo sapiens,blood,"Dengue virus 1 isolate US/DB082/2010 envelope protein gene, partial cds",2010,world,1970
KF809757,1/1/2012,Dengue virus type 4,,Orthoflavivirus denguei,1485,GenBank,partial,4,,,Puerto Rico,USA,PR,Homo sapiens,blood,"Dengue virus 4 strain ARC-75-12 envelope protein gene, partial cds",2012,world,1970
OR771122,5/17/2023,dengue virus type 1,DENV-1/USA/FL-BPHL-0053/2023,Orthoflavivirus denguei,10598,GenBank,partial,,,,USA: FL,USA,FL,Homo sapiens,,"Dengue virus type 1 isolate DENV-1/USA/FL-BPHL-0053/2023 polyprotein (POLY) gene, complete cds; and sfRNA1 lncRNA gene, partial sequence",2023,world,1970
MK244390,7/1/2017,Dengue virus type 2,AS/DB247/2017,Orthoflavivirus denguei,1485,GenBank,partial,,,,American Samoa,USA,AS,Homo sapiens,blood,"Dengue virus type 2 isolate AS/DB247/2017 polyprotein, envelope protein E region, (POLY) gene, partial cds",2017,world,1970
OR771139,8/7/2023,dengue virus type 3,DENV-3/USA/FL-BPHL-0067/2023,Orthoflavivirus denguei,10546,GenBank,partial,,,,USA: FL,USA,FL,Homo sapiens,,"Dengue virus type 3 isolate DENV-3/USA/FL-BPHL-0067/2023 polyprotein (POLY) gene, complete cds; and sfRNA1 lncRNA gene, partial sequence",2023,world,1970
OM831211,7/3/2020,dengue virus type 1,US/DB279/2020,Orthoflavivirus denguei,1485,GenBank,partial,,,,USA,USA,,Homo sapiens,blood,"Dengue virus 1 isolate US/DB279/2020 polyprotein, envelope protein E region, (POLY) gene, partial cds",2020,world,1970
OR977064,5/14/2023,dengue virus type 2,DENV-2/USA/FL-BPHL-0169/2023,Orthoflavivirus denguei,10604,GenBank,partial,,,,USA: FL,USA,FL,Homo sapiens,,"Dengue virus type 2 isolate DENV-2/USA/FL-BPHL-0169/2023 polyprotein (POLY) gene, complete cds; and sfRNA1 lncRNA gene, partial sequence",2023,world,1970
